word,score,softmax,sentiment
cooling,0.8927,"[0.0782, 0.8927, 0.0291]",Neutral
fat,0.8848,"[0.0782, 0.8848, 0.037]",Neutral
สลาย,0.8759,"[0.0403, 0.8759, 0.0838]",Neutral
ขมันค้วยความเย็น,0.8356,"[0.1051, 0.8356, 0.0593]",Neutral
แซทกับเรา,0.8705,"[0.1221, 0.8705, 0.0074]",Neutral
ultraformer,0.9353,"[0.0472, 0.9353, 0.0174]",Neutral
โมค็อง,0.869,"[0.1181, 0.869, 0.0129]",Neutral
ร้อยไหม,0.938,"[0.0547, 0.938, 0.0073]",Neutral
โปรสวยสะท้าน,0.7104,"[0.2777, 0.7104, 0.0118]",Neutral
รายการ,0.9673,"[0.0215, 0.9673, 0.0113]",Neutral
ปกติ,0.8979,"[0.044, 0.8979, 0.0581]",Neutral
เหมา,0.8294,"[0.1627, 0.8294, 0.0079]",Neutral
nasi,0.9245,"[0.0632, 0.9245, 0.0123]",Neutral
สดใหญ่สงไว้,0.8955,"[0.0867, 0.8955, 0.0179]",Neutral
ทูกสนามหิว,0.8231,"[0.1383, 0.8231, 0.0386]",Neutral
วันที,0.8664,"[0.1301, 0.8664, 0.0036]",Neutral
มีค,0.9145,"[0.0786, 0.9145, 0.0069]",Neutral
dashboard,0.9302,"[0.0486, 0.9302, 0.0212]",Neutral
สามารถใช้งานได้หลายลักษณะ,0.8465,"[0.1394, 0.8465, 0.0141]",Neutral
โรงงาน,0.9725,"[0.0188, 0.9725, 0.0087]",Neutral
เชิงวิควกรรม,0.9499,"[0.0309, 0.9499, 0.0192]",Neutral
สถิติ,0.9445,"[0.0378, 0.9445, 0.0177]",Neutral
วิเคราะห์,0.9685,"[0.0216, 0.9685, 0.0099]",Neutral
มุบรหารมองภาพรวม,0.9466,"[0.029, 0.9466, 0.0244]",Neutral
happy,0.594,"[0.594, 0.3903, 0.0157]",Positive
สวนนำรามายณะ,0.9456,"[0.0486, 0.9456, 0.0058]",Neutral
แจกส่วนลดสุดปังเช่นเคย,0.8351,"[0.1521, 0.8351, 0.0128]",Neutral
โมรตัน,0.9505,"[0.0421, 0.9505, 0.0074]",Neutral
หยุคริวรอย,0.9205,"[0.0603, 0.9205, 0.0192]",Neutral
เทื่ออร่า,0.8412,"[0.1507, 0.8412, 0.008]",Neutral
acre,0.9446,"[0.044, 0.9446, 0.0114]",Neutral
inter,0.9394,"[0.0433, 0.9394, 0.0174]",Neutral
ปรับรูปหน้าได้รูป,0.5271,"[0.3853, 0.5271, 0.0876]",Neutral
เติมเต็มทุกความกังวล,0.8638,"[0.1116, 0.8638, 0.0246]",Neutral
fillericc,0.9253,"[0.0527, 0.9253, 0.022]",Neutral
จางเจียเจี้ย,0.8928,"[0.0862, 0.8928, 0.0209]",Neutral
summer,0.8714,"[0.113, 0.8714, 0.0156]",Neutral
europe,0.9472,"[0.036, 0.9472, 0.0168]",Neutral
awaits,0.9049,"[0.0728, 0.9049, 0.0223]",Neutral
win,0.8884,"[0.0844, 0.8884, 0.0271]",Neutral
iii,0.9192,"[0.071, 0.9192, 0.0098]",Neutral
จีน,0.9552,"[0.021, 0.9552, 0.0237]",Neutral
ฟรีวีซ่า,0.8357,"[0.1464, 0.8357, 0.0179]",Neutral
pop,0.9343,"[0.0441, 0.9343, 0.0216]",Neutral
mary,0.9492,"[0.0415, 0.9492, 0.0093]",Neutral
อัฟหน้าสวย,0.5508,"[0.3857, 0.5508, 0.0636]",Neutral
โบกราม,0.8614,"[0.1131, 0.8614, 0.0256]",Neutral
โปรเดียวจุบ,0.7679,"[0.2181, 0.7679, 0.014]",Neutral
เมิโสี,0.8637,"[0.1265, 0.8637, 0.0098]",Neutral
fat,0.8848,"[0.0782, 0.8848, 0.037]",Neutral
เหนียง,0.8788,"[0.1076, 0.8788, 0.0136]",Neutral
รายการ,0.9673,"[0.0215, 0.9673, 0.0113]",Neutral
เหมา,0.8294,"[0.1627, 0.8294, 0.0079]",Neutral
honor,0.88,"[0.0888, 0.88, 0.0313]",Neutral
ไค้รับ,0.8592,"[0.1298, 0.8592, 0.011]",Neutral
ฟรี,0.8311,"[0.153, 0.8311, 0.0159]",Neutral
เคือน,0.8865,"[0.1004, 0.8865, 0.0132]",Neutral
ฟรี,0.8311,"[0.153, 0.8311, 0.0159]",Neutral
get,0.835,"[0.1448, 0.835, 0.0202]",Neutral
started,0.9344,"[0.0461, 0.9344, 0.0195]",Neutral
patron,0.8973,"[0.0845, 0.8973, 0.0182]",Neutral
programming,0.9442,"[0.0396, 0.9442, 0.0161]",Neutral
rodrigo,0.9174,"[0.0645, 0.9174, 0.0181]",Neutral
montemayor,0.9121,"[0.0726, 0.9121, 0.0154]",Neutral
fist,0.8875,"[0.0743, 0.8875, 0.0381]",Neutral
สมัครง่าย,0.6272,"[0.6272, 0.2742, 0.0986]",Positive
glacier,0.9392,"[0.0469, 0.9392, 0.0138]",Neutral
acre,0.9446,"[0.044, 0.9446, 0.0114]",Neutral
inter,0.9394,"[0.0433, 0.9394, 0.0174]",Neutral
sit,0.8563,"[0.1058, 0.8563, 0.0379]",Neutral
like,0.9088,"[0.0804, 0.9088, 0.0108]",Neutral
สยามทีวี,0.9694,"[0.0222, 0.9694, 0.0085]",Neutral
mobile,0.9384,"[0.0432, 0.9384, 0.0184]",Neutral
step,0.937,"[0.0516, 0.937, 0.0114]",Neutral
trial,0.9465,"[0.0395, 0.9465, 0.014]",Neutral
สุดคบ,0.7733,"[0.2105, 0.7733, 0.0162]",Neutral
เติมคางละมุน,0.671,"[0.671, 0.2899, 0.0391]",Positive
ไม่ต้องรอนาน,0.4949,"[0.3448, 0.4949, 0.1603]",Neutral
ฟิลเลอร์คาง,0.9559,"[0.0334, 0.9559, 0.0107]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
คนหมิง,0.9182,"[0.0727, 0.9182, 0.0092]",Neutral
จบทุกปญหาผิว,0.3802,"[0.2696, 0.3802, 0.3502]",Neutral
bestow,0.8984,"[0.0879, 0.8984, 0.0137]",Neutral
dakota,0.8264,"[0.1337, 0.8264, 0.0398]",Neutral
ดีลแรง,0.702,"[0.2092, 0.702, 0.0888]",Neutral
รับซัมเมอร์,0.6697,"[0.3212, 0.6697, 0.0091]",Neutral
รับส่วนลดสูงสุด,0.8303,"[0.1569, 0.8303, 0.0128]",Neutral
acre,0.9446,"[0.044, 0.9446, 0.0114]",Neutral
inter,0.9394,"[0.0433, 0.9394, 0.0174]",Neutral
welfare,0.886,"[0.0872, 0.886, 0.0268]",Neutral
swift,0.9315,"[0.0489, 0.9315, 0.0197]",Neutral
inter,0.9394,"[0.0433, 0.9394, 0.0174]",Neutral
เสือคลุมกัน,0.8777,"[0.0905, 0.8777, 0.0318]",Neutral
ปองกันอันตรายจากแสงแดด,0.802,"[0.1157, 0.802, 0.0823]",Neutral
ใส่แล้วเย่น,0.6542,"[0.3158, 0.6542, 0.03]",Neutral
ลดอุณหภูมิ,0.8557,"[0.0566, 0.8557, 0.0877]",Neutral
ใส่สบาย,0.6988,"[0.6988, 0.2068, 0.0944]",Positive
ตัวละ,0.9152,"[0.0696, 0.9152, 0.0152]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
cases,0.9378,"[0.0484, 0.9378, 0.0137]",Neutral
ทวีปเก่า,0.9434,"[0.0355, 0.9434, 0.0211]",Neutral
สุขภาพดี,0.7652,"[0.2183, 0.7652, 0.0166]",Neutral
ทัวไทย,0.9674,"[0.0258, 0.9674, 0.0068]",Neutral
สุขเจ,0.8694,"[0.1154, 0.8694, 0.0152]",Neutral
ball,0.912,"[0.0629, 0.912, 0.0251]",Neutral
charge,0.905,"[0.054, 0.905, 0.041]",Neutral
แปะ,0.7891,"[0.2004, 0.7891, 0.0105]",Neutral
สวัยคุมงบ,0.6904,"[0.0374, 0.6904, 0.2722]",Neutral
รายการ,0.9673,"[0.0215, 0.9673, 0.0113]",Neutral
ซอฟฟิลเลอร์,0.9579,"[0.0332, 0.9579, 0.0089]",Neutral
เวย์โปรคีน,0.9487,"[0.0466, 0.9487, 0.0048]",Neutral
พิเศษ,0.9395,"[0.0569, 0.9395, 0.0036]",Neutral
phone,0.9249,"[0.0574, 0.9249, 0.0177]",Neutral
หลากรุ่น,0.922,"[0.0677, 0.922, 0.0104]",Neutral
phone,0.9249,"[0.0574, 0.9249, 0.0177]",Neutral
phone,0.9249,"[0.0574, 0.9249, 0.0177]",Neutral
phone,0.9249,"[0.0574, 0.9249, 0.0177]",Neutral
ดีลดี,0.7523,"[0.7523, 0.2123, 0.0354]",Positive
เวรี่เด็ด,0.4981,"[0.4981, 0.4842, 0.0177]",Positive
promotion,0.9422,"[0.0515, 0.9422, 0.0063]",Neutral
best,0.7419,"[0.232, 0.7419, 0.0261]",Neutral
summer,0.8714,"[0.113, 0.8714, 0.0156]",Neutral
deal,0.934,"[0.0497, 0.934, 0.0163]",Neutral
คุ้ม,0.6235,"[0.6235, 0.3371, 0.0394]",Positive
double,0.9128,"[0.0709, 0.9128, 0.0163]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
ball,0.912,"[0.0629, 0.912, 0.0251]",Neutral
premium,0.9412,"[0.0461, 0.9412, 0.0127]",Neutral
ผ้าอ้อมลดคุ้ม,0.5083,"[0.5083, 0.3677, 0.124]",Positive
ฟรีป,0.8934,"[0.0966, 0.8934, 0.01]",Neutral
คุ้ม,0.6235,"[0.6235, 0.3371, 0.0394]",Positive
double,0.9128,"[0.0709, 0.9128, 0.0163]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
ตามหา,0.8781,"[0.108, 0.8781, 0.014]",Neutral
คนอยากผิวขาวเล่นแสง,0.7601,"[0.1537, 0.7601, 0.0863]",Neutral
สุดท้าย,0.8845,"[0.0921, 0.8845, 0.0233]",Neutral
ทุน,0.9747,"[0.0191, 0.9747, 0.0061]",Neutral
เรียนต่อ,0.9302,"[0.0592, 0.9302, 0.0107]",Neutral
ปโท,0.9461,"[0.041, 0.9461, 0.0129]",Neutral
great,0.8651,"[0.1155, 0.8651, 0.0194]",Neutral
scholarship,0.95,"[0.0271, 0.95, 0.0229]",Neutral
zip,0.915,"[0.0629, 0.915, 0.0221]",Neutral
แจกฟรี,0.8843,"[0.1055, 0.8843, 0.0102]",Neutral
book,0.9175,"[0.0661, 0.9175, 0.0164]",Neutral
สอนภาษาอังกฤษ,0.9551,"[0.0342, 0.9551, 0.0107]",Neutral
summer,0.8714,"[0.113, 0.8714, 0.0156]",Neutral
คุ้ม,0.6235,"[0.6235, 0.3371, 0.0394]",Positive
double,0.9128,"[0.0709, 0.9128, 0.0163]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
เชียงไอ้,0.8933,"[0.0966, 0.8933, 0.0101]",Neutral
าสนก,0.7815,"[0.1829, 0.7815, 0.0355]",Neutral
เมษายน,0.9448,"[0.0482, 0.9448, 0.007]",Neutral
ราคาเพียง,0.8562,"[0.1313, 0.8562, 0.0125]",Neutral
น้อง,0.5597,"[0.4164, 0.5597, 0.0239]",Neutral
ท้า,0.9131,"[0.0718, 0.9131, 0.0151]",Neutral
รางวัล,0.9261,"[0.0691, 0.9261, 0.0048]",Neutral
มูลค่า,0.9286,"[0.0564, 0.9286, 0.015]",Neutral
pre,0.956,"[0.0348, 0.956, 0.0092]",Neutral
ยักษ์,0.9554,"[0.0401, 0.9554, 0.0044]",Neutral
รูไฟแนนชศีกรุงไทย,0.9599,"[0.0274, 0.9599, 0.0127]",Neutral
มหัศจรรย์,0.8197,"[0.1642, 0.8197, 0.0161]",Neutral
ball,0.912,"[0.0629, 0.912, 0.0251]",Neutral
เอ็มแรป,0.8878,"[0.0753, 0.8878, 0.0369]",Neutral
เฮเที่ยวไทย,0.8423,"[0.1445, 0.8423, 0.0132]",Neutral
said,0.9194,"[0.0394, 0.9194, 0.0412]",Neutral
march,0.9237,"[0.0645, 0.9237, 0.0118]",Neutral
ลดเพิน,0.8332,"[0.0312, 0.8332, 0.1356]",Neutral
ลดเพิน,0.8332,"[0.0312, 0.8332, 0.1356]",Neutral
ลดเพิน,0.8332,"[0.0312, 0.8332, 0.1356]",Neutral
saktratulip,0.9256,"[0.055, 0.9256, 0.0194]",Neutral
promotion,0.9422,"[0.0515, 0.9422, 0.0063]",Neutral
free,0.9104,"[0.0635, 0.9104, 0.0261]",Neutral
entrance,0.9473,"[0.0358, 0.9473, 0.0169]",Neutral
ball,0.912,"[0.0629, 0.912, 0.0251]",Neutral
charge,0.905,"[0.054, 0.905, 0.041]",Neutral
healthy,0.9352,"[0.0491, 0.9352, 0.0156]",Neutral
district,0.9365,"[0.0374, 0.9365, 0.0261]",Neutral
กิจกรรม,0.9698,"[0.0266, 0.9698, 0.0036]",Neutral
เจิดเต็ม,0.8744,"[0.1094, 0.8744, 0.0163]",Neutral
โอชาก้า,0.8579,"[0.128, 0.8579, 0.0141]",Neutral
ฝู้โกวิก,0.932,"[0.0545, 0.932, 0.0136]",Neutral
มีค,0.9145,"[0.0786, 0.9145, 0.0069]",Neutral
เมย,0.9263,"[0.069, 0.9263, 0.0048]",Neutral
เริ่มต้น,0.9309,"[0.0612, 0.9309, 0.0079]",Neutral
จองาวร,0.8206,"[0.1694, 0.8206, 0.01]",Neutral
ลดราคา,0.8512,"[0.1328, 0.8512, 0.016]",Neutral
ลดเหลือ,0.8601,"[0.1294, 0.8601, 0.0105]",Neutral
จากปกติ,0.6603,"[0.0445, 0.6603, 0.2952]",Neutral
รูอ,0.9281,"[0.0649, 0.9281, 0.0071]",Neutral
ในเมืองไทย,0.963,"[0.022, 0.963, 0.015]",Neutral
thelitlle,0.8753,"[0.0961, 0.8753, 0.0286]",Neutral
early,0.9189,"[0.0615, 0.9189, 0.0195]",Neutral
bird,0.8992,"[0.07, 0.8992, 0.0309]",Neutral
ลดสูงสุด,0.8523,"[0.1353, 0.8523, 0.0124]",Neutral
เชี่ยงไฮ้,0.8889,"[0.094, 0.8889, 0.0171]",Neutral
มีนาคม,0.9442,"[0.0478, 0.9442, 0.0079]",Neutral
มหานครเชี่ยงไอ้,0.914,"[0.0744, 0.914, 0.0117]",Neutral
เมษายน,0.9448,"[0.0482, 0.9448, 0.007]",Neutral
ราคาเพียง,0.8562,"[0.1313, 0.8562, 0.0125]",Neutral
grown,0.9296,"[0.0491, 0.9296, 0.0214]",Neutral
around,0.8956,"[0.0784, 0.8956, 0.026]",Neutral
corner,0.894,"[0.0881, 0.894, 0.0178]",Neutral
two,0.9138,"[0.062, 0.9138, 0.0243]",Neutral
tuesday,0.8916,"[0.0901, 0.8916, 0.0183]",Neutral
acre,0.9446,"[0.044, 0.9446, 0.0114]",Neutral
inter,0.9394,"[0.0433, 0.9394, 0.0174]",Neutral
swift,0.9315,"[0.0489, 0.9315, 0.0197]",Neutral
โคจากทุกที่,0.9499,"[0.0393, 0.9499, 0.0108]",Neutral
acre,0.9446,"[0.044, 0.9446, 0.0114]",Neutral
inter,0.9394,"[0.0433, 0.9394, 0.0174]",Neutral
welcome,0.8372,"[0.15, 0.8372, 0.0128]",Neutral
อร่อยเหมือนทานทีร้าน,0.9592,"[0.9592, 0.0217, 0.0191]",Positive
ร้านหม่าล่าลดเดือด,0.6953,"[0.2233, 0.6953, 0.0815]",Neutral
ลดสงสุด,0.7766,"[0.1369, 0.7766, 0.0865]",Neutral
unite,0.9206,"[0.0618, 0.9206, 0.0176]",Neutral
สายเกมเมอร์,0.9194,"[0.0568, 0.9194, 0.0238]",Neutral
extra,0.9415,"[0.0478, 0.9415, 0.0107]",Neutral
extra,0.9415,"[0.0478, 0.9415, 0.0107]",Neutral
คอมประกอบ,0.9643,"[0.0273, 0.9643, 0.0084]",Neutral
บัดงี,0.8219,"[0.157, 0.8219, 0.0211]",Neutral
เมนูไหม่,0.9016,"[0.0912, 0.9016, 0.0072]",Neutral
match,0.9193,"[0.0608, 0.9193, 0.0199]",Neutral
merry,0.7512,"[0.2288, 0.7512, 0.02]",Neutral
kings,0.9279,"[0.0511, 0.9279, 0.0211]",Neutral
edition,0.9316,"[0.0584, 0.9316, 0.01]",Neutral
สงพรี,0.863,"[0.0553, 0.863, 0.0816]",Neutral
ฮังเลย,0.7784,"[0.2132, 0.7784, 0.0084]",Neutral
ซื้อคอมพิวเตอร์ที่,0.9368,"[0.0466, 0.9368, 0.0167]",Neutral
ihavecpu,0.8563,"[0.1168, 0.8563, 0.0269]",Neutral
มีของแถมอะโรบ้าง,0.9386,"[0.0566, 0.9386, 0.0048]",Neutral
ช็อคอมพิวเตอร์กับ,0.6918,"[0.0649, 0.6918, 0.2433]",Neutral
ihavecpu,0.8563,"[0.1168, 0.8563, 0.0269]",Neutral
รับสินค้า,0.9583,"[0.0369, 0.9583, 0.0048]",Neutral
ชัวโมง,0.9038,"[0.0717, 0.9038, 0.0245]",Neutral
ample,0.9334,"[0.0575, 0.9334, 0.0092]",Neutral
temple,0.875,"[0.1061, 0.875, 0.0189]",Neutral
inspiration,0.9499,"[0.0333, 0.9499, 0.0168]",Neutral
well,0.8962,"[0.0775, 0.8962, 0.0263]",Neutral
osteo,0.8918,"[0.0842, 0.8918, 0.024]",Neutral
lots,0.9525,"[0.0378, 0.9525, 0.0097]",Neutral
ลดจัดหนัก,0.7764,"[0.179, 0.7764, 0.0446]",Neutral
ว้าว,0.5918,"[0.5918, 0.4018, 0.0064]",Positive
linen,0.9488,"[0.0388, 0.9488, 0.0124]",Neutral
ลดเพิ่ม,0.8165,"[0.0616, 0.8165, 0.1219]",Neutral
lmgugu,0.9081,"[0.0732, 0.9081, 0.0187]",Neutral
เครื่องดื่ม,0.9396,"[0.0528, 0.9396, 0.0076]",Neutral
milka,0.8862,"[0.0937, 0.8862, 0.0201]",Neutral
ชาไท๊ย,0.7774,"[0.2028, 0.7774, 0.0197]",Neutral
ลดเหลือ,0.8601,"[0.1294, 0.8601, 0.0105]",Neutral
บัตร,0.9643,"[0.0311, 0.9643, 0.0046]",Neutral
run,0.9178,"[0.0655, 0.9178, 0.0167]",Neutral
ลดจัดเต็ม,0.7853,"[0.1839, 0.7853, 0.0307]",Neutral
ลดเหลือ,0.8601,"[0.1294, 0.8601, 0.0105]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
แชลมอน,0.9649,"[0.032, 0.9649, 0.0031]",Neutral
อะเมซอน,0.9489,"[0.0382, 0.9489, 0.0129]",Neutral
แก้ว,0.9434,"[0.0535, 0.9434, 0.0031]",Neutral
ตกแก้วละ,0.6306,"[0.16, 0.6306, 0.2093]",Neutral
กว่าบาท,0.8208,"[0.0706, 0.8208, 0.1086]",Neutral
linen,0.9488,"[0.0388, 0.9488, 0.0124]",Neutral
bulgogi,0.8676,"[0.1113, 0.8676, 0.0211]",Neutral
buy,0.9245,"[0.0518, 0.9245, 0.0237]",Neutral
free,0.9104,"[0.0635, 0.9104, 0.0261]",Neutral
อดเนจือ,0.8858,"[0.0943, 0.8858, 0.0199]",Neutral
hot,0.8602,"[0.119, 0.8602, 0.0208]",Neutral
deal,0.934,"[0.0497, 0.934, 0.0163]",Neutral
ลดสูงสูด,0.6994,"[0.1026, 0.6994, 0.198]",Neutral
คู่อร่อย,0.9519,"[0.9519, 0.0356, 0.0125]",Positive
โปรทรง,0.9609,"[0.036, 0.9609, 0.0031]",Neutral
ใส่โค้ด,0.9183,"[0.072, 0.9183, 0.0096]",Neutral
meg,0.9341,"[0.0516, 0.9341, 0.0143]",Neutral
ลดสูงสุด,0.8523,"[0.1353, 0.8523, 0.0124]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
sad,0.6491,"[0.0361, 0.6491, 0.3148]",Neutral
รับฟรี,0.813,"[0.1766, 0.813, 0.0104]",Neutral
เครปกรอบ,0.8858,"[0.1076, 0.8858, 0.0066]",Neutral
กระปุก,0.9554,"[0.0415, 0.9554, 0.003]",Neutral
เมื่อชื้อสินค้าหน้าร้านครบ,0.9262,"[0.0676, 0.9262, 0.0063]",Neutral
ซือ,0.9162,"[0.0782, 0.9162, 0.0056]",Neutral
แซลิมอน,0.9588,"[0.0368, 0.9588, 0.0044]",Neutral
รักเธอ,0.584,"[0.584, 0.3948, 0.0213]",Positive
ชั่วโมง,0.9145,"[0.0636, 0.9145, 0.0219]",Neutral
มีจ่าหม่ายแล็วที่,0.8911,"[0.0944, 0.8911, 0.0145]",Neutral
คนนี้,0.8626,"[0.125, 0.8626, 0.0124]",Neutral
รับฟรี,0.813,"[0.1766, 0.813, 0.0104]",Neutral
ขาข้าวหอม,0.9302,"[0.06, 0.9302, 0.0098]",Neutral
แก้ว,0.9434,"[0.0535, 0.9434, 0.0031]",Neutral
เมื่อชื้อสินค้ามะยงชิดซีรีส์,0.9461,"[0.0486, 0.9461, 0.0053]",Neutral
รสใดก็ได้,0.9314,"[0.0664, 0.9314, 0.0022]",Neutral
ชิ้น,0.9417,"[0.0508, 0.9417, 0.0075]",Neutral
ไชซ์ร,0.9462,"[0.049, 0.9462, 0.0048]",Neutral
fritz,0.8803,"[0.086, 0.8803, 0.0337]",Neutral
เซลใหญ่วันเกิดลาซาค้า,0.9492,"[0.0455, 0.9492, 0.0053]",Neutral
เฉพาะไนไลฟ์สด,0.9684,"[0.0264, 0.9684, 0.0052]",Neutral
ชลบอน,0.9164,"[0.0779, 0.9164, 0.0058]",Neutral
แชลมอน,0.9649,"[0.032, 0.9649, 0.0031]",Neutral
ชีสซี่,0.912,"[0.0823, 0.912, 0.0057]",Neutral
ดังก์,0.9172,"[0.0716, 0.9172, 0.0112]",Neutral
เชค,0.9081,"[0.0839, 0.9081, 0.008]",Neutral
เชคสนุกเค็มรสซีส,0.6986,"[0.179, 0.1224, 0.6986]",Negative
super,0.9429,"[0.0431, 0.9429, 0.0141]",Neutral
said,0.9194,"[0.0394, 0.9194, 0.0412]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
สังเลย,0.775,"[0.2192, 0.775, 0.0059]",Neutral
series,0.9528,"[0.0367, 0.9528, 0.0105]",Neutral
bowlsset,0.8884,"[0.0974, 0.8884, 0.0142]",Neutral
นิว,0.935,"[0.0598, 0.935, 0.0052]",Neutral
speak,0.8827,"[0.0809, 0.8827, 0.0364]",Neutral
endless,0.9283,"[0.0522, 0.9283, 0.0195]",Neutral
possibilities,0.966,"[0.0225, 0.966, 0.0115]",Neutral
poppabl,0.9339,"[0.05, 0.9339, 0.016]",Neutral
เสิรพี,0.9497,"[0.0348, 0.9497, 0.0155]",Neutral
เคี้ยวเพลิน,0.5998,"[0.5998, 0.3836, 0.0166]",Positive
desert,0.8884,"[0.0833, 0.8884, 0.0284]",Neutral
highland,0.8632,"[0.1143, 0.8632, 0.0225]",Neutral
beef,0.917,"[0.0661, 0.917, 0.0168]",Neutral
turkey,0.8603,"[0.1163, 0.8603, 0.0234]",Neutral
เมลทส์,0.8803,"[0.1039, 0.8803, 0.0157]",Neutral
เรื่มต้น๖,0.9261,"[0.0594, 0.9261, 0.0145]",Neutral
สงเลน,0.8351,"[0.0792, 0.8351, 0.0858]",Neutral
saเon,0.9336,"[0.0513, 0.9336, 0.0151]",Neutral
face,0.9033,"[0.0667, 0.9033, 0.03]",Neutral
ลดเพิ่ม,0.8165,"[0.0616, 0.8165, 0.1219]",Neutral
pandatoo,0.9197,"[0.0613, 0.9197, 0.019]",Neutral
milka,0.8862,"[0.0937, 0.8862, 0.0201]",Neutral
coffee,0.8823,"[0.098, 0.8823, 0.0197]",Neutral
capsule,0.9549,"[0.0306, 0.9549, 0.0145]",Neutral
set,0.9306,"[0.0624, 0.9306, 0.007]",Neutral
happy,0.594,"[0.594, 0.3903, 0.0157]",Positive
picked,0.9179,"[0.0588, 0.9179, 0.0233]",Neutral
freshly,0.8878,"[0.0952, 0.8878, 0.017]",Neutral
pressed,0.9306,"[0.0459, 0.9306, 0.0235]",Neutral
spellecrio,0.9184,"[0.0644, 0.9184, 0.0172]",Neutral
san,0.8928,"[0.0916, 0.8928, 0.0156]",Neutral
pellegrino,0.8894,"[0.0884, 0.8894, 0.0222]",Neutral
italian,0.9358,"[0.0421, 0.9358, 0.0221]",Neutral
sparkling,0.879,"[0.0871, 0.879, 0.034]",Neutral
melograno,0.8763,"[0.0951, 0.8763, 0.0286]",Neutral
chinotto,0.8949,"[0.0763, 0.8949, 0.0288]",Neutral
pompalmo,0.9234,"[0.0537, 0.9234, 0.0229]",Neutral
bath,0.9363,"[0.0488, 0.9363, 0.0149]",Neutral
box,0.9334,"[0.0537, 0.9334, 0.0129]",Neutral
best,0.7419,"[0.232, 0.7419, 0.0261]",Neutral
coal,0.9144,"[0.0745, 0.9144, 0.011]",Neutral
makropro,0.9291,"[0.0573, 0.9291, 0.0136]",Neutral
เช้อบสุด,0.5814,"[0.5814, 0.4047, 0.0139]",Positive
บกขบวนขนมแบรนด์ดัง,0.9308,"[0.0596, 0.9308, 0.0096]",Neutral
snackbrands,0.9508,"[0.0288, 0.9508, 0.0204]",Neutral
festival,0.9181,"[0.0679, 0.9181, 0.014]",Neutral
มันส์,0.5209,"[0.5209, 0.4414, 0.0377]",Positive
brand,0.9554,"[0.0301, 0.9554, 0.0145]",Neutral
day,0.8867,"[0.1008, 0.8867, 0.0125]",Neutral
grabfood,0.9139,"[0.0531, 0.9139, 0.033]",Neutral
meg,0.9341,"[0.0516, 0.9341, 0.0143]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
grabbed,0.9215,"[0.0516, 0.9215, 0.0269]",Neutral
รวมโปรเดือดแบรนด์ดัง,0.8381,"[0.1187, 0.8381, 0.0432]",Neutral
top,0.9223,"[0.0629, 0.9223, 0.0148]",Neutral
รวมโปรเดือดแบรนด์ดัง,0.8381,"[0.1187, 0.8381, 0.0432]",Neutral
รวมโปรเดือดแบรนด์ดัง,0.8381,"[0.1187, 0.8381, 0.0432]",Neutral
เตรียมพบกับ,0.9473,"[0.0457, 0.9473, 0.007]",Neutral
รางวัลที่สุดของ,0.708,"[0.2785, 0.708, 0.0135]",Neutral
ร้านอร่อยรีวิวดี,0.9512,"[0.9512, 0.0143, 0.0345]",Positive
สั่งครั้งแรก,0.7996,"[0.1864, 0.7996, 0.014]",Neutral
รวมโปรเดือดแบรนด์ดัง,0.8381,"[0.1187, 0.8381, 0.0432]",Neutral
รวมโปรลดแรงจาก,0.8442,"[0.1336, 0.8442, 0.0221]",Neutral
linen,0.9488,"[0.0388, 0.9488, 0.0124]",Neutral
ลดเลย,0.7286,"[0.1455, 0.7286, 0.1258]",Neutral
ใส่โค้ด,0.9183,"[0.072, 0.9183, 0.0096]",Neutral
enema,0.9445,"[0.0443, 0.9445, 0.0112]",Neutral
รวมโปรเดือดแบรนด์ดัง,0.8381,"[0.1187, 0.8381, 0.0432]",Neutral
auntie,0.9103,"[0.0726, 0.9103, 0.0171]",Neutral
เรียนต่อปตรีโท,0.9252,"[0.0599, 0.9252, 0.0149]",Neutral
ทุน,0.9747,"[0.0191, 0.9747, 0.0061]",Neutral
macouarie,0.9147,"[0.0682, 0.9147, 0.0171]",Neutral
university,0.9484,"[0.04, 0.9484, 0.0116]",Neutral
ออสเตรเลีย,0.9492,"[0.038, 0.9492, 0.0128]",Neutral
มูลค่า,0.9286,"[0.0564, 0.9286, 0.015]",Neutral
สมัครด่วน,0.6901,"[0.3, 0.6901, 0.0099]",Neutral
สำหรับป,0.8876,"[0.1051, 0.8876, 0.0073]",Neutral
dip,0.9099,"[0.0625, 0.9099, 0.0276]",Neutral
digital,0.9521,"[0.0324, 0.9521, 0.0155]",Neutral
meeting,0.9215,"[0.0657, 0.9215, 0.0128]",Neutral
